start,end,text_name,new_match,original_match,translation,original,len_translation,len_original,len_diff
1945,1959,genesis_a_b.txt,(1945-1959),(1945-59),"Abraham dwelled thenceforth in the homeland of the Canaanites. The King of Angels, the Measurer of Mankind held forth his protecting hand for him, for the fruiting of good things and world glory, for his love and his mildness. Therefore he said his praise wide under the skies, for his generation of men, the children of the covenant. He obeyed the Lord for his grace on the ground so long as he enjoyed the earth, holy and heart-wise. — Never will anyone bearing his spirit, lacking protection, become fearful and terrified at anything before his Measurer, who wishes to serve him always through the strength of his memory in mind and deed, word and wit, wisely by thought, until his life-parting.","Abraham wunode eðeleardum Cananea forð. Hine cyning engla, metod moncynnes mundbyrde heold, wilna wæstmum and worulddugeðum, lufum and lissum; forþon his lof secgað wide under wolcnum wera cneorisse, foldwonga bearn. He frean hyrde estum on eðle, ðenden he eardes breac, halig and higefrod; næfre hleowlora æt edwihtan æfre weorðeð feorhberendra forht and acol, mon for metode, þe him æfter a þurh gemynda sped mode and dædum, worde and gewitte, wise þance, oð his ealdorgedal oleccan wile.",121,76,45
1935,1944,genesis_a_b.txt,(1935-1944),(1935-44),"They were the kin of the Sodomites, crazed by their sins, led astray by their deeds. They busied themselves in perpetual harm. Lot never wished to take up the people’s customs but he flew from the man-habits of that tribe, their evil and sin, and held himself to the fair, virtuous and patient in that nation, just as if, mindful of his teachings, he knew not what these people did.","Wæron Sodomisc cynn synnum þriste, dædum gedwolene; drugon heora selfra ecne unræd. æfre ne wolde þam leodþeawum Loth onfon, ac he þære mægðe monwisan fleah, þeah þe he on þam lande lifian sceolde, facen and fyrene, and hine fægre heold, þeawfæst and geþyldig on þam þeodscipe, emne þon gelicost, lara gemyndig, þe he ne cuðe hwæt þa cynn dydon.",70,59,11
1920,1934,genesis_a_b.txt,(1920-1934),(1920-34),"Then Lot departed, looking at the land by the Jordan, the green earth. It was cooled by waters and covered by blossoms, watered by river-streams, and like the Paradise of God, until the Savior God gave dark flames in surges to Sodom and Gomorrah for the sins of men. Then he chose his country and native-seat, the son of Harran in the city of Sodom. All his possession he led there, bracelets from Bethel and a wealth of household goods and wound gold. He lived afterwards by the Jordan for many years. There were favorless men in that fair folk-stead, hateful to the Measurer.","Him þa Loth gewat land sceawigan be Iordane, grene eorðan. Seo wæs wætrum weaht and wæstmum þeaht, lagostreamum leoht, and gelic godes neorxnawange, oðþæt nergend god for wera synnum wylme gesealde Sodoman and Gomorran, sweartan lige. Him þa eard geceas and eðelsetl sunu Arones on Sodoma byrig; æhte sine ealle lædde, beagas from Bethlem and botlgestreon, welan, wunden gold. Wunode siððan be Iordane geara mænego. þær folcstede fægre wæron, men arlease, metode laðe.",104,73,31
1898b,1919,genesis_a_b.txt,(1898b-1919),(1898b-1919),"Then the sainted man began, mindful of his honor, Abraham spoke fairly to Lot: “I am blood relation to your father, and you are my nephew. There must not be strife growing betwixt us, an increase of enmity—God does not will it! Yet we are kin. There must not be anything common to us otherwise, except a long-lasting love so perfect. Now Lot consider that mindful men are seated about our borders, a people glory-fast with their servants and kinsmen the folk of the Canaanites and the Perizzites, and their bold warriors. They do not desire for us a wider claim to their lands. Therefore we must take this hostility from this place, and seek for ourselves a more roomy establishing-ground. I speak counsel, son of Harran, for us both, and say the truth. I myself offer you a choice, dear man. Consider your self and examine your heart in any direction you wish to take course, take yourself with your cows, now as I command you choose.”","þa se halga ongan ara gemyndig Abraham sprecan fægre to Lothe: ""Ic eom fædera þin sibgebyrdum, þu min suhterga. Ne sceolon unc betweonan teonan weaxan, wroht wriðian-- ne þæt wille god! Ac wit synt gemagas; unc gemæne ne sceal elles awiht, nymþe eall tela lufu langsumu. Nu þu, Loth, geþenc, þæt unc modige ymb mearce sittað, þeoda þrymfæste þegnum and gesiððum, folc Cananea and Feretia, rofum rincum. Ne willað rumor unc landriht heora; forðon wit lædan sculon, teon of þisse stowe, and unc staðolwangas rumor secan. Ic ræd sprece, bearn Arones, begra uncer, soðne secge. Ic þe selfes dom life, leofa. Leorna þe seolfa and geþancmeta þine mode on hwilce healfe þu wille hwyrft don, cyrran mid ceape, nu ic þe cyst abead.""",168,123,45
2162,2172,genesis_a_b.txt,(2162-2172),(2162-72),"Then the king departed, the holder heading home with the war-spoils that the holy man had given him, mindful of the Hebrew people’s honor. Then right away the High-King of Heaven himself revealed to Abraham his holy speech, encouraging the good-hearted man and speaking to him: Great will be your reward! Do not let your heart grow slack, pledge-fast is my will! There is no need for you to fear any man, so long as you fulfill my instruction, but I will cover and shield you while you live here against any sort of misfortune with my own hands. There is no reason for you to be afraid.”","Gewat him þa se healdend ham siðian mid þy hereteame þe him se halga forgeaf, Ebrea leod arna gemyndig. þa gen Abrahame eowde selfa heofona heahcyning halige spræce, trymede tilmodigne and him to reordode: ""Meda syndon micla þina! Ne læt þu þe þin mod asealcan, wærfæst willan mines! Ne þearft þu þe wiht ondrædan, þenden þu mine lare læstest, ac ic þe lifigende her wið weana gehwam wreo and scylde folmum minum; ne þearft þu forht wesan.""",108,77,31
2173,2186,genesis_a_b.txt,(2173-2186),(2173-86),"Then deed-bold Abraham answered his own Lord: “What have you given me, Sovereign of Souls, of free-men as a comfort, so that I am now thus miserable? I have no need to build a heritage-seat for any sons of mine, yet after me my kinsmen must distribute my wealth. You have not given me a son, therefore sorrow troubles me greatly in my mind. I myself cannot devise counsel. My reeve goes rejoicing in his free children; he safely supposes in his inward thoughts that after me his own sons shall be my inheritors. They recognize that from my bride no child has been conceived.”","Abraham þa andswarode, dædrof drihtne sinum, frægn hine dægrime frod: ""Hwæt gifest þu me, gasta waldend, freomanna to frofre, nu ic þus feasceaft eom? Ne þearf ic yrfestol eaforan bytlian ænegum minra, ac me æfter sculon mine woruldmagas welan bryttian. Ne sealdest þu me sunu; forðon mec sorg dreceð on sefan swiðe. Ic sylf ne mæg ræd ahycgan. Gæð gerefa min fægen freobearnum; fæste mynteð ingeþancum þæt me æfter sie eaforan sine yrfeweardas. Geseoð þæt me of bryde bearn ne wocon.""",105,81,24
2187,2200,genesis_a_b.txt,(2187-2200),(2187-2200),"Immediately then God answered him: “Never will the sons of your reeve possess your heritage, yet your proper children will keep your treasures when your flesh lays down in death. Look at the heavens and the count of its ornaments, the stars of the sky, these now share out their glory-fast splendor both wide and far, shining brightly across the broad waters. Such will be the numbers of your family, your bold descendants. You should not allow your spirit to be impaired with grief. For yet your son shall honor you, bairn of your bride come through birth, who will be the warden of your heritage after you, well-known to God. Lament no longer!","Him þa ædre god andswarode: ""Næfre gerefan rædað þine eafora yrfe, ac þin agen bearn frætwa healdeð, þonne þin flæsc ligeð. Sceawa heofon, and hyrste gerim, rodores tungel, þa nu rume heora wuldorfæstne wlite wide dælað ofer brad brymu beorhte scinan. Swilc bið mægburge menigo þinre folcbearnum frome. Ne læt þu þin ferhð wesan sorgum asæled. Gien þe sunu weorðeð, bearn of bryde þurh gebyrd cumen, se ðe æfter bið yrfes hyrde, gode mære. Ne geomra þu!",114,77,37
2201,2215,genesis_a_b.txt,(2201-2215),(2201-15),"“I am the Sovereign who led you out of the city of the Chaldeans many winters ago, a certain four of you—I promised you a wide country to rule. Now I give to you, son of the Hebrews, another promise that the earth, many broad lands, shall be established by your progeny, the corners of the world until the River Euphrates and from the boundaries of Egypt just as the Nile separates the broad realm between peoples and the sea will turn your lands back again. Your sons shall possess all that, each human land, as those three waters, foamy floods, encircle the high cities of stone in their streams, the dwelling-places of your people’s kin.”","Ic eom se waldend se þe for wintra fela of Caldea ceastre alædde, feowera sumne, gehet þe folcstede wide to gewealde. Ic þe wære nu, mago Ebrea, mine selle, þæt sceal fromcynne folde þine, sidland manig, geseted wurðan, eorðan sceatas oð Eufraten, and from Egypta eðelmearce swa mid niðas swa Nilus sceadeð and eft Wendelsæ wide rice. Eall þæt sculon agan eaforan þine, þeodlanda gehwilc, swa þa þreo wæter steape stanbyrig streamum bewindað, famige flodas folcmægða byht.""",116,77,39
2419,2427,genesis_a_b.txt,(2419-2427),(2419-27),"The humans awaited the punishing flames, woe under their walls. and their women with them. The proud in riches repaid the Lord wickedness for their many goods, until the Helm of Souls, the First-Light of Life would no longer endure this scorn, but the Stern-minded King sent to them two of his own strong messengers. Then in the evening-time they sought a journey to the city of Sodom.","Weras basnedon witelaces, wean under weallum, and heora wif somed. Duguðum wlance drihtne guldon god mid gnyrne, oðþæt gasta helm, lifes leohtfruma leng ne wolde torn þrowigean, ac him to sende stiðmod cyning strange twegen aras sine, þa on æfentid siðe gesohton Sodoma ceastre.",68,44,24
2408,2418,genesis_a_b.txt,(2408-2418),(2408-18),"I hear in this bright city, a clamor so loud of the sinning, the boast of the ale-flushed and the hosts under their walls keep an evil speech. Therefore they are pledge-breakers, a folk heavy with faults. Now I wish to test out, son of the Hebrews, what these men will do if they perform sins so greatly in their habits and thoughts as they speak of crimes and wickedness so perversely— Fire shall wreak that sin: sulfur and black flame sorely and grimly, hot and ferocious shall fall on these heathen folk.”","""Ic on þisse byrig bearhtm gehyre, synnigra cyrm swiðe hludne, ealogalra gylp, yfele spræce werod under weallum habban; forþon wærlogona sint, folces firena hefige. Ic wille fandigan nu, mago Ebrea, hwæt þa men don, gif hie swa swiðe synna fremmað þeawum and geþancum, swa hie on þweorh sprecað facen and inwit; þæt sceal fyr wrecan, swefyl and sweart lig sare and grimme, hat and hæste hæðnum folce.""",93,67,26
2399,2407,genesis_a_b.txt,(2399-2407),(2399-2407),"Then, ready to depart, they left at once, traveling according to the swiftness of God’s speech from that oracle’s delivery. The holy souls trod their steps—the kinsman of the light himself was their companion—until they could look upon Sodom, the steep-walled city. They saw the halls tower over treasure, the houses above red gold. Then the Sovereign of the Skies began to speak with law-abiding Abraham; saying to him no little news:","Gewiton him þa ædre ellorfuse æfter þære spræce spedum feran of þam hleoðorstede, halige gastas, lastas legdon, (him wæs Lothes mæg sylfa on gesiððe), oðþæt hie on Sodoman, weallsteape burg, wlitan meahton. Gesawon ofer since salo hlifian, reced ofer readum golde. Ongan þa rodera waldend, arfæst wið Abraham sprecan, sægde him unlytel spell:",72,53,19
